Product Name,Code,Department,BP,SP,WP,TRANSCOUNTY_MAIN,TRANSCOUNTY_ANNEX,PEAKFARM,TOTAL_STOCK
AGROVET TEST PRODUCT,ACCARICIDES,AGROVET,1000.0,1500.0,1300.0,0,0,1,1
AI gloves,CONSUMABLES,AGROVET,12.0,20.0,18.0,-1,0,0,-1
Actelic ASD Super Dust 100g,INSECTICIDES,AGROVET,135.0,200.0,200.0,-1,0,21,20
Actelic ASD Super Dust 50g,INSECTICIDES,AGROVET,88.0,120.0,120.0,-1,0,19,18
Actelic Super  200g,INSECTICIDES,AGROVET,232.0,350.0,350.0,-1,0,10,9
Actelic Super  500g,INSECTICIDES,AGROVET,485.0,650.0,650.0,-1,0,12,11
Actelic Super 1kg,INSECTICIDES,AGROVET,851.0,1100.0,1100.0,-1,0,0,-1
Actelic Super 2kg,INSECTICIDES,AGROVET,1385.0,1800.0,1700.0,-1,0,0,-1
Actelic gold 1kg,INSECTICIDES,AGROVET,1150.0,1300.0,1200.0,-1,0,0,-1
Actelic gold 200mg,INSECTICIDES,AGROVET,280.0,350.0,300.0,-1,0,0,-1
Actelic gold 2kg,INSECTICIDES,AGROVET,1100.0,1390.0,1390.0,-1,0,0,-1
Actelic gold 500g,INSECTICIDES,AGROVET,595.0,800.0,650.0,-1,0,0,-1
Actellic 100ml,INSECTICIDES,AGROVET,520.0,650.0,580.0,-1,0,0,-1
Actraz 100ml,DEWORMER,AGROVET,220.0,300.0,300.0,-1,0,0,-1
Actraz 40ml,DEWORMER,AGROVET,105.0,150.0,150.0,-1,0,0,-1
Adamycin 100mls,ANTIBIOTICS,AGROVET,365.0,430.0,400.0,-1,0,0,-1
Adamycin 50mls,ANTIBIOTICS,AGROVET,250.0,350.0,300.0,-1,0,-1,-2
Advanced Starter crumbs 50kg Unga,FEEDS,AGROVET,4570.0,4700.0,4700.0,-1,0,0,-1
Afrikelp 80ml,FOLIA FERTILIZER,AGROVET,85.0,150.0,120.0,-1,0,0,-1
Afya Bora Maziwa 2kg,MINERALS,AGROVET,320.0,400.0,350.0,-1,0,0,-1
Afya Bora maziwa 1kg,MINERALS,AGROVET,138.0,200.0,150.0,-1,0,0,-1
Afya Bora maziwa 5kg,MINERALS,AGROVET,650.0,800.0,800.0,-1,0,0,-1
Afya Bora stocklick 2kg,MINERALS,AGROVET,96.0,180.0,120.0,-1,0,0,-1
Agita 20g nollarts,INSECTICIDES,AGROVET,250.0,300.0,300.0,-1,0,0,-1
Agrigrow Veg 1kg,FOLIA FERTILIZER,AGROVET,285.0,400.0,400.0,-1,0,2,1
Agrigrow Veg 250g,FOLIA FERTILIZER,AGROVET,100.0,150.0,150.0,-1,0,0,-1
Agrigrow Veg 500g,FOLIA FERTILIZER,AGROVET,175.0,250.0,250.0,-1,0,0,-1
Agrigrow ff 1kg,FOLIA FERTILIZER,AGROVET,285.0,350.0,350.0,-1,0,6,5
Agrigrow ff 250g,FOLIA FERTILIZER,AGROVET,100.0,150.0,150.0,-1,0,4,3
Agrigrow ff 500g,FOLIA FERTILIZER,AGROVET,175.0,250.0,250.0,-1,0,1,0
Agripit Digester 500g,INSECTICIDES,AGROVET,300.0,399.0,345.0,-1,0,0,-1
Agrithane 500g,FUNGICIDES,AGROVET,460.0,600.0,600.0,-1,0,0,-1
Agroz Bag,PACKAGING,AGROVET,195.0,250.0,250.0,-1,0,0,-1
Alamycin AeroSpray 140GM,ANTIBIOTICS,AGROVET,355.0,370.0,290.0,-1,0,0,-1
Alamycin chick formula 25g norbrook,ANTIBIOTICS,AGROVET,47.0,100.0,80.0,-1,0,0,-1
Albafas 10 percent 120ml,DEWORMER,AGROVET,158.0,250.0,250.0,-1,0,0,-1
Albafas 10 percent 1L,DEWORMER,AGROVET,720.0,1000.0,1000.0,-1,0,0,-1
Albafas 10 percent 40ml,DEWORMER,AGROVET,72.0,120.0,120.0,-1,0,5,4
Albafas 10 percent 500ml,DEWORMER,AGROVET,440.0,600.0,600.0,-1,0,2,1
Albafas 2.5 percent 120ml,DEWORMER,AGROVET,66.0,100.0,100.0,-1,0,5,4
Albafas 2.5 percent 1L,DEWORMER,AGROVET,295.0,450.0,450.0,-1,0,2,1
Albafas 2.5 percent 40ml,DEWORMER,AGROVET,42.0,100.0,100.0,-1,0,9,8
Albafas 2.5 percent 500ml,DEWORMER,AGROVET,155.0,250.0,250.0,-1,0,3,2
Albedazole 250ML,DEWORMER,AGROVET,220.0,400.0,400.0,-1,0,0,-1
Albedazole 300mg,DEWORMER,AGROVET,10.0,20.0,20.0,-1,0,0,-1
Albedazole 600mg,DEWORMER,AGROVET,20.0,50.0,50.0,-1,0,0,-1
Aliseryl ws 100gm,ANTIBIOTICS,AGROVET,381.0,550.0,550.0,-1,0,0,-1
Aliseryl ws 30gm,ANTIBIOTICS,AGROVET,165.0,219.45,189.75,-1,0,2,1
Almatix 100ml,ACCARICIDE,AGROVET,230.0,350.0,350.0,-1,0,0,-1
Alpha 100ml ,INSECTICIDES,AGROVET,210.0,350.0,230.0,-1,0,0,-1
Alpha 500ml,INSECTICIDES,AGROVET,820.0,1200.0,950.0,-1,0,0,-1
Alphacymba 100ML,INSECTICIDES,AGROVET,180.0,300.0,250.0,-1,0,0,-1
Alphacymba 50ML,INSECTICIDES,AGROVET,107.0,180.0,160.0,-1,0,0,-1
Alphaguard 100 ml,INSECTICIDES,AGROVET,190.0,280.0,250.0,-1,0,20,19
Alphaguard 250ml,INSECTICIDES,AGROVET,460.0,750.0,650.0,-1,0,0,-1
Alphaguard 50 ml,INSECTICIDES,AGROVET,105.0,180.0,150.0,-1,0,30,29
Amilyte 100g,MINERALS,AGROVET,290.0,400.0,400.0,-1,0,0,-1
Amilyte 20g,MINERALS,AGROVET,120.0,150.0,150.0,-1,0,0,-1
Aminovit Chick 25g ,MINERALS,AGROVET,40.0,100.0,100.0,-1,0,0,-1
Aminovit Powder 25g,MINERALS,AGROVET,50.0,100.0,100.0,-1,0,0,-1
Amprolium 25g,ANTIBIOTICS,AGROVET,80.0,150.0,150.0,-1,0,-1,-2
Aquawet 30mls,SUPPLEMENT,AGROVET,41.0,100.0,100.0,-1,0,0,-1
Ascarex D 30g,ANTIBIOTICS,AGROVET,85.0,150.0,150.0,-1,0,0,-1
Ascaten-p,DEWORMER,AGROVET,12.0,20.0,20.0,-1,0,0,-1
Attitude 50ml,INSECTICIDES,AGROVET,230.0,350.0,350.0,-1,0,0,-1
Bamako 5g,INSECTICIDES,AGROVET,95.0,150.0,150.0,-1,0,0,-1
Battalion 25EC 100ML,INSECTICIDES,AGROVET,160.0,250.0,250.0,-1,0,0,-1
Battalion 25EC 50ML,INSECTICIDES,AGROVET,85.0,150.0,150.0,-1,0,0,-1
Bean Clean 1 litre,HERBICIDES,AGROVET,1350.0,1600.0,1600.0,-1,0,10,9
Bean Clean 500 ml,HERBICIDES,AGROVET,695.0,1000.0,780.0,-1,0,20,19
Bedlam 15ml,INSECTICIDE,AGROVET,96.0,150.0,150.0,-1,0,0,-1
BeetRoot Simlaw 10gm,SEEDS,AGROVET,50.0,100.0,100.0,-1,0,0,-1
BeetRoot Simlaw 25gm,SEEDS,AGROVET,102.0,150.0,150.0,-1,0,0,-1
Belt 50ml,INSECTICIDE,AGROVET,750.0,1150.0,900.0,-1,0,0,-1
Bento Clean 1 Litre,HERBICIDES,AGROVET,1450.0,1750.0,1700.0,-1,0,0,-1
Bento Clean 100ml,HERBICIDES,AGROVET,180.0,250.0,240.0,-1,0,0,-1
Bento Clean 500ml,INSECTICIDES,AGROVET,780.0,1000.0,950.0,-1,0,0,-1
Beta Booster 1 Litre,FOLIA FERTILIZER,AGROVET,75.0,100.0,90.0,-1,0,0,-1
Beta Booster 2 Litre,FOLIA FERTILIZER,AGROVET,120.0,160.0,140.0,-1,0,0,-1
Beta Booster 5 Litre ,FOLIA FERTILIZER,AGROVET,240.0,300.0,255.0,-1,0,0,-1
Beta Booster 500ml,FOLIA FERTILIZER,AGROVET,40.0,100.0,100.0,-1,0,0,-1
Biosol 100g,ANTIBIOTICS,AGROVET,220.0,300.0,300.0,-1,0,0,-1
Biosol 25g,ANTIBIOTICS,AGROVET,80.0,150.0,150.0,-1,0,0,-1
Biotrimvet 30g,ANTIBIOTICS,AGROVET,85.0,130.0,130.0,-1,0,0,-1
Bomarrhodes 1kg,FEEDS,AGROVET,1200.0,1250.0,1250.0,-1,0,0,-1
Broiler Finisher Pellets Faida 10kg,FEEDS,AGROVET,765.0,950.0,950.0,-1,0,6,5
Broiler Finisher Pellets Faida 20kg,FEEDS,AGROVET,1470.0,1600.0,1550.0,-1,0,0,-1
Broiler Starter Crumbs Faida 10kg,FEEDS,AGROVET,805.0,1000.0,1000.0,-1,0,0,-1
Broiler Starter Crumbs Faida 20kg,FEEDS,AGROVET,1610.0,1850.0,1850.0,-1,0,0,-1
Buttenut 25g,FEEDS,AGROVET,204.0,300.0,300.0,-1,0,0,-1
CAN Bora Bora 10kg,FERTILIZERS,AGROVET,110.0,150.0,130.0,0,0,0,0
CAN Chapa Meli 25kg,FERTILIZER,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CAN Chapa Solai 50kg,FERTILIZER,AGROVET,88.0,120.0,120.0,-1,0,550,549
CAN Chapameli 50kg,FERTILIZERS,AGROVET,78.0,100.0,100.0,0,0,0,0
CAN DMBL 25KG,FERTILIZERS,AGROVET,100.0,120.0,120.0,0,0,0,0
CAN DMBL 50kg,FERTILIZERS,AGROVET,88.0,100.0,100.0,0,0,0,0
CAN Falcon 10kg,FERTILIZER,AGROVET,78.0,140.0,100.0,-1,0,0,-1
CAN Falcon 1kg,FERTILIZER,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CAN Falcon 25kg,FERTILIZER,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CAN Falcon 50kg,FERTILIZER,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CAN Simba 25kg,FERTILIZER,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CAN Thabiti 50kg,FERTILIZERS,AGROVET,78.0,100.0,100.0,-1,0,0,-1
CaLfornia one wonder simlaw 10g,SEEDS,AGROVET,80.0,120.0,100.0,-1,0,0,-1
Calf Pellets unga,FEEDS,AGROVET,680.0,650.0,600.0,-1,0,0,-1
Calf Weener Pellets 10kg Faida feeds,FEEDS,AGROVET,645.0,900.0,750.0,-1,0,1,0
Calfornia one wonder simlaw 50g,SEEDS,AGROVET,350.0,400.0,380.0,-1,0,0,-1
Califonia Wonder 10g EA,SEEDS,AGROVET,144.0,300.0,250.0,-1,0,0,-1
Califonia Wonder 25g EA,SEEDS,AGROVET,349.0,470.0,470.0,-1,0,0,-1
Califonia Wonder 50g EA,SEEDS,AGROVET,580.0,850.0,850.0,-1,0,0,-1
Carrot Nantes 50g Alps,SEEDS,AGROVET,269.0,350.0,350.0,-1,0,3,2
Carrots 10g,SEEDS,AGROVET,63.0,120.0,85.0,-1,0,0,-1
Carrots 25g Simlaw,SEEDS,AGROVET,110.0,200.0,130.0,-1,0,0,-1
Chick and Duck Mash Faida 10kg,FEEDS,AGROVET,730.0,850.0,850.0,-1,0,2,1
Chick and Duck Mash Faida 1kg,FEEDS,AGROVET,53.0,80.0,80.0,-1,0,0,-1
Chick and Duck Mash Faida 20kg,FEEDS,AGROVET,1460.0,1560.0,1560.0,-1,0,1,0
Chick and Duck Mash Faida 50kg,FEEDS,AGROVET,3330.0,3550.0,3550.0,-1,0,0,-1
Chick and Duck Mash Unga 10kg,FEEDS,AGROVET,850.0,1.0,977.5,-1,0,13,12
Chick-start 100g,MINERALS,AGROVET,95.0,200.0,200.0,-1,0,12,11
Chick-start 30g,MINERALS,AGROVET,45.0,120.0,120.0,-1,0,17,16
Chicken drinker Medium 3 Litre,PUMPS,AGROVET,220.0,300.0,300.0,-1,0,8,7
Chicken drinker small 1 Litre,PUMPS,AGROVET,130.0,200.0,200.0,-1,0,9,8
Chlorine 250g ,MINERALS,AGROVET,165.0,300.0,300.0,-1,0,4,3
Chlorine 500g ,MINERALS,AGROVET,310.0,500.0,500.0,-1,0,0,-1
Coccid Powder 30g,ANTIBIOTICS,AGROVET,104.0,150.0,150.0,-1,0,0,-1
Collards Advanta  25g,SEEDS,AGROVET,50.0,100.0,100.0,-1,0,0,-1
Collards Advanta  50g,SEEDS,AGROVET,69.0,150.0,70.0,-1,0,0,-1
Collards Alps Geor 250g,SEEDS,AGROVET,300.0,399.0,345.0,-1,0,0,-1
Collards Alps Geor 25g,SEEDS,AGROVET,68.0,100.0,100.0,-1,0,14,13
Collards Alps Geor 500g,SEEDS,AGROVET,530.0,700.0,680.0,-1,0,2,1
Collards Alps Geor 50g,SEEDS,AGROVET,120.0,200.0,200.0,-1,0,15,14
Collards EA 10g,SEEDS,AGROVET,70.0,100.0,100.0,-1,0,0,-1
Collards EA 1Kg,SEEDS,AGROVET,1250.0,1400.0,1400.0,-1,0,0,-1
Collards EA 250g,SEEDS,AGROVET,365.0,450.0,400.0,-1,0,0,-1
Collards EA 25g,SEEDS,AGROVET,77.0,150.0,150.0,-1,0,0,-1
Collards EA 500g,SEEDS,AGROVET,710.0,950.0,800.0,-1,0,0,-1
Collards EA 50g,SEEDS,AGROVET,122.0,200.0,160.0,-1,0,0,-1
Collards Simlaw 500g,SEEDS,AGROVET,715.0,850.0,850.0,-1,0,0,-1
Collards simlaw 10g,SEEDS,AGROVET,44.0,80.0,60.0,-1,0,0,-1
Collards simlaw 250g,SEEDS,AGROVET,290.0,400.0,400.0,-1,0,0,-1
Collards simlaw 25g,SEEDS,AGROVET,80.0,120.0,90.0,-1,0,0,-1
Collards simlaw 50g,SEEDS,AGROVET,100.0,150.0,130.0,-1,0,0,-1
Collards ultravetis 25g,SEEDS,AGROVET,75.0,150.0,130.0,-1,0,0,-1
Confidor 5gm 70wg,INSECTICIDES,AGROVET,70.0,93.1,80.5,-1,0,0,-1
Copenhagen Simlaw/EA/Alps 10g,SEEDS,AGROVET,45.0,100.0,100.0,-1,0,0,-1
Copenhagen Simlaw/EA/Alps 25g,SEEDS,AGROVET,80.0,150.0,150.0,-1,0,0,-1
Copenhagen Simlaw/EA/Alps 50g,SEEDS,AGROVET,187.0,300.0,250.0,-1,0,1,0
Coriander Dania EA/Simlaw/Alps 10g,SEEDS,AGROVET,50.0,100.0,100.0,-1,0,0,-1
Coriander Dania EA/Simlaw/Alps 25g,SEEDS,AGROVET,99.0,150.0,150.0,-1,0,2,1
Coriander Dania EA/Simlaw/Alps 50g,SEEDS,AGROVET,155.0,250.0,250.0,-1,0,0,-1
Cosvita 30g,MINERALS,AGROVET,64.0,100.0,100.0,-1,0,13,12
CropBoost 1LT,FOLIA FERTILIZER,AGROVET,2200.0,2.0,2.0,-1,0,0,-1
Cropmine 24D 1 Litres,FUNGICIDES,AGROVET,440.0,600.0,600.0,0,0,0,0
Cropmine 24D 5 Litres,FUNGICIDES,AGROVET,2200.0,2.0,2.0,-1,0,0,-1
Cropwonder Max Calcimag 5lt,FOLIA FERTILIZER,AGROVET,1400.0,1900.0,1700.0,-1,0,0,-1
DAP Chapa meli 25kg,FERTILIZER,AGROVET,106.0,150.0,140.0,-1,0,-1,-2
DAP Chapa meli 50kg,FERTILIZER,AGROVET,106.0,150.0,150.0,-1,0,0,-1
DAP Falcon 10kg,FERTILIZER,AGROVET,126.0,150.0,140.0,-1,0,0,-1
DAP Falcon 1kg,FERTILIZER,AGROVET,126.0,150.0,140.0,-1,0,0,-1
DAP Falcon 25kg,FERTILIZER,AGROVET,112.0,150.0,140.0,-1,0,0,-1
DAP Falcon 50kg,FERTILIZER,AGROVET,126.0,150.0,140.0,-1,0,0,-1
DAP OCP 50kg,FERTILIZER,AGROVET,106.0,150.0,140.0,-1,0,0,-1
DAP Thabiti 10Kg,FERTILIZER,AGROVET,140.0,150.0,150.0,-1,0,0,-1
DAP Thabiti 50kg,FERTILIZER,AGROVET,122.0,150.0,140.0,-1,0,0,-1
Dabendazole 2.5 1ltr,DEWORMER,AGROVET,190.0,300.0,220.0,-1,0,0,-1
Dabendazole Bolus 600mg,DEWORMER,AGROVET,10.0,50.0,50.0,-1,0,0,-1
Dabotik 100ml,ACCARICIDE,AGROVET,365.0,480.0,480.0,-1,0,3,2
Dabotik 20ml,ACCARICIDE,AGROVET,118.0,200.0,200.0,-1,0,0,-1
Dabotik 40ml,ACCARICIDE,AGROVET,249.0,350.0,350.0,-1,0,9,8
Dairy Meal Economy Faida 10kg,FEEDS,AGROVET,255.0,350.0,350.0,-1,0,0,-1
Dairy Meal Economy Faida 50kg,FEEDS,AGROVET,1300.0,1400.0,1300.0,-1,0,0,-1
Dairy Meal Faida 10kg,FEEDS,AGROVET,475.0,650.0,650.0,-1,0,19,18
Dairy Meal Faida 20kg,FEEDS,AGROVET,950.0,1050.0,1050.0,-1,0,9,8
Dairy Meal Faida 50kg,FEEDS,AGROVET,2310.0,2500.0,2500.0,-1,0,6,5
Dairy Meal High Yield Faida 50kg,FEEDS,AGROVET,2450.0,2600.0,2550.0,-1,0,0,-1
Dairy Meal Super Faida 50kg,FEEDS,AGROVET,1900.0,2050.0,2000.0,-1,0,0,-1
Dairy Meal Unga 10kg,FEEDS,AGROVET,440.0,650.0,650.0,-1,0,0,-1
Dairy Meal Unga 50kg,FEEDS,AGROVET,2550.0,2700.0,2700.0,-1,0,4,3
Dairy meal economy Faida 20kg,FEEDS,AGROVET,400.0,550.0,550.0,-1,0,0,-1
Degreemax  200ec 50ml,INSECTICIDES,AGROVET,125.0,200.0,200.0,-1,0,0,-1
Degreemax 200ec 100ml,INSECTICIDES,AGROVET,233.0,320.0,320.0,-1,0,1,0
Degreemax 200ec 250ml,INSECTCIDES,AGROVET,515.0,750.0,700.0,0,0,4,4
Degreemax 200ec 500ml,INSECTCIDES,AGROVET,960.0,1150.0,1150.0,0,0,0,0
Delete 20ml,ACCARICIDE,AGROVET,135.0,200.0,200.0,-1,0,0,-1
Delete 40ml,ACCARICIDE,AGROVET,259.0,350.0,350.0,-1,0,0,-1
Dera Blue Cross 1kg,FUNGICIDES,AGROVET,110.0,150.0,150.0,-1,0,0,-1
Dera Blue Cross 2kg,FUNGICIDES,AGROVET,180.0,280.0,280.0,-1,0,0,-1
Dhania simlaw 25g,SEEDS,AGROVET,85.0,150.0,150.0,-1,0,0,-1
Diamond Plant 1LT,FOLIA FERTILIZER,AGROVET,70.0,120.0,120.0,-1,0,0,-1
Diamond Plant 2l,FOLIA FERTILIZER,AGROVET,145.0,180.0,180.0,-1,0,0,-1
Diazol 25ml Agrichem 25ml,INSECTICIDES,AGROVET,70.0,150.0,150.0,-1,0,0,-1
Dip Vectoclor Plus 25 ml,ACCARICIDE,AGROVET,126.0,180.0,180.0,-1,0,0,-1
Dip Vectoclor Plus 50 ml,ACCARICIDE,AGROVET,240.0,350.0,350.0,-1,0,0,-1
Diseptoprim bolus,ANTIBIOTICS,AGROVET,16.0,25.0,20.0,-1,0,9,8
Dry Touch 1L,herbicides,AGROVET,1375.0,1600.0,1550.0,-1,0,0,-1
Dry Touch 5L,herbicides,AGROVET,6400.0,7000.0,7000.0,0,0,0,0
Dudu Krin,INSECTICIDES,AGROVET,305.0,400.0,400.0,-1,0,0,-1
Duduclear 50ml,INSECTCIDES,AGROVET,260.0,400.0,360.0,0,0,10,10
Duduthrin 1 Litre,INSECTICIDES,AGROVET,1435.0,1650.0,1650.0,-1,0,0,-1
Duduthrin 100ml,INSECTICIDES,AGROVET,212.0,300.0,300.0,-1,0,1,0
Duduthrin 500ml,INSECTICIDES,AGROVET,765.0,950.0,950.0,-1,0,2,1
Duduthrin 50ml,INSECTICIDES,AGROVET,143.0,200.0,200.0,-1,0,0,-1
Dudutrin 200ml,INSECTICIDES,AGROVET,358.0,550.0,550.0,-1,0,5,4
Duo Dip 55 percent 100ml,ACCARICIDE,AGROVET,470.0,650.0,650.0,-1,0,0,-1
Duo Dip 55 percent 1LT,ACCARICIDE,AGROVET,2380.0,2800.0,2800.0,-1,0,0,-1
Duo Dip 55 percent 20ml,ACCARICIDE,AGROVET,125.0,170.0,170.0,-1,0,0,-1
Duo Dip 55 percent 250ml,ACCARICIDE,AGROVET,1450.0,1550.0,1550.0,-1,0,0,-1
Duo Dip 55 percent 500ml,ACCARICIDE,AGROVET,2700.0,2850.0,2850.0,-1,0,0,-1
Duo Dip 55 percent 50ml,ACCARICIDE,AGROVET,310.0,412.3,350.3,-1,0,0,-1
DuoTech 100ml,DEWORMER,AGROVET,427.0,550.0,550.0,-1,0,5,4
Duogold,HERBICIDES,AGROVET,2350.0,2600.0,2550.0,-1,0,0,-1
Duotech 60ml,DEWORMER,AGROVET,231.0,330.0,330.0,-1,0,7,6
ESB3 20G,ANTIBIOTICS,AGROVET,325.0,450.0,450.0,-1,0,1,0
Easygro Fruit and Flower 1kg,FOLIA FERTILIZER,AGROVET,465.0,550.0,550.0,-1,0,5,4
Easygro Fruit and Flower 250g,FOLIA FERTILIZER,AGROVET,118.0,160.0,160.0,-1,0,23,22
Easygro Fruit and Flower 500g,FOLIA FERTILIZER,AGROVET,228.0,300.0,300.0,-1,0,10,9
Easygro Vegetative 1kg<br>,FOLIA FERTILIZER,AGROVET,463.0,550.0,550.0,-1,0,5,4
Easygro Vegetative 500g,FOLIA FERTILIZER,AGROVET,230.0,330.0,330.0,-1,0,6,5
Easygro vegetative 120g,FOLIA FERTILIZER,AGROVET,56.0,100.0,100.0,-1,0,0,-1
Easygro vegetative 250g,FOLIA FERTILIZER,AGROVET,117.0,160.0,160.0,-1,0,23,22
Ecomida 100ml,INSECTICIDES,AGROVET,290.0,400.0,400.0,-1,0,0,-1
Ecomida 25ml,INSECTICIDES,AGROVET,80.0,150.0,120.0,-1,0,0,-1
Ecomida 50ml,INSECTICIDES,AGROVET,155.0,250.0,250.0,-1,0,0,-1
Egocin 10 percent,SUPPLEMENT,AGROVET,130.0,200.0,200.0,-1,0,0,-1
Egocin Chick  25GM,SUPPLEMENT,AGROVET,35.0,60.0,60.0,-1,0,0,-1
Endocure 10 percent 135 ml,DEWORMER,AGROVET,60.0,100.0,80.0,-1,0,0,-1
Epsom salt Bpvet 500g ,MINERALS,AGROVET,62.0,150.0,150.0,-1,0,6,5
Escort 100ml,INSECTICIDES,AGROVET,485.0,645.05,548.05,-1,0,0,-1
Escort 250ml,INSECTICIDES,AGROVET,1050.0,1250.0,1250.0,-1,0,0,-1
Escort 50ml,INSECTICIDES,AGROVET,270.0,350.0,350.0,-1,0,0,-1
Excavator 450ec 100ml,INSECTICIDES,AGROVET,155.0,300.0,300.0,-1,0,0,-1
Excavator 450ec 250ml,INSECTICIDES,AGROVET,344.0,600.0,600.0,-1,0,0,-1
Farmtraz 12.5 percent 100ml,ACCARICIDE,AGROVET,222.0,340.0,280.0,-1,0,11,10
Farmtraz 12.5 percent 20ml,ACCARICIDE,AGROVET,78.0,150.0,100.0,-1,0,0,-1
Farmtraz 12.5 percent 40ml,ACCARICIDE,AGROVET,103.0,200.0,170.0,-1,0,14,13
Fast Kienyeji Mash Faida 50kg,FEEDS,AGROVET,2027.0,2200.0,2200.0,-1,0,0,-1
Feeder Long(DOTTED),PACKAGING,AGROVET,170.0,250.0,250.0,-1,0,0,-1
Feeders Medium(ROUND),PACKAGING,AGROVET,220.0,350.0,350.0,-1,0,0,-1
Feeders Short(DOTTED),PACKAGING,AGROVET,90.0,150.0,150.0,-1,0,0,-1
Feeders Small(ROUND),PACKAGING,AGROVET,200.0,300.0,300.0,-1,0,0,-1
Feeders extra large(ROUND),PACKAGING,AGROVET,300.0,450.0,450.0,-1,0,0,-1
Flagdown 25g,ANTIBIOTICS,AGROVET,190.0,270.0,270.0,-1,0,0,-1
Flowatone 4.5SL 1lt ,FOLIA FERTILIZER,AGROVET,1350.0,1800.0,1600.0,-1,0,0,-1
Force 1 plus 135ml,DEWORMER,AGROVET,170.0,250.0,250.0,-1,0,5,4
Force 1 super 125ml,DEWORMER,AGROVET,165.0,250.0,250.0,-1,0,0,-1
Force 1 super 500ml,DEWORMER,AGROVET,677.0,800.0,780.0,-1,0,2,1
Fosbac 25 Gm,ANTIBIOTICS,AGROVET,200.0,300.0,250.0,-1,0,0,-1
Fukokill 25g,ANTIRODENTS,AGROVET,77.0,150.0,150.0,-1,0,14,13
Gardal 10 percent 135ml,DEWORMER,AGROVET,360.0,450.0,450.0,-1,0,0,-1
Gardal 10 percent 1LTR,DEWORMER,AGROVET,1700.0,2000.0,2000.0,-1,0,0,-1
Gardal 10 percent 40ml,DEWORMER,AGROVET,190.0,250.0,200.0,-1,0,0,-1
Gladiator 100ml,INSECTICIDES,AGROVET,495.0,550.0,350.0,-1,0,0,-1
Gladiator 1LT,INSECTICIDES,AGROVET,1900.0,2750.0,2650.0,-1,0,0,-1
Gladiator 250ml,INSECTICIDES,AGROVET,750.0,1200.0,950.0,-1,0,0,-1
Gloria f1 Hybrid 25g,SEEDS,AGROVET,1600.0,1750.0,1750.0,-1,0,1,0
Gloria f1 Hybrid 50g,SEEDS,AGROVET,3400.0,3200.0,3050.0,-1,0,0,-1
Gloria fi Hybrid 10g,SEEDS,AGROVET,700.0,650.0,650.0,-1,0,0,-1
Glycel 1 lts,HERBICIDE,AGROVET,480.0,680.0,550.0,-1,0,0,-1
Glypro 1lt,HERBICIDES,AGROVET,510.0,750.0,650.0,-1,0,0,-1
Glypro 5 lt,HERBICIDES,AGROVET,2450.0,2750.0,2700.0,-1,0,0,-1
Glypro 500ml,HERBICIDES,AGROVET,300.0,450.0,400.0,-1,0,2,1
Governor 1Ltr,HERBICIDES,AGROVET,1500.0,1900.0,1800.0,-1,0,0,-1
Governor 5ltr,HERBICIDES,AGROVET,7200.0,7800.0,7500.0,-1,0,0,-1
Gradometer 100MLS,INSECTICIDES,AGROVET,218.0,350.0,350.0,-1,0,0,-1
Gradometer 250MLS,INSECTICIDES,AGROVET,498.0,650.0,650.0,-1,0,0,-1
Gradometer 500MLS,INSECTICIDES,AGROVET,780.0,1200.0,950.0,-1,0,0,-1
Gradometer 50ml,INSECTICIDES,AGROVET,128.0,200.0,200.0,-1,0,0,-1
Gradometer l lt,INSECTICIDES,AGROVET,1510.0,2000.0,1700.0,-1,0,0,-1
Gramoxone 1 LT,HERBICIDE,AGROVET,1200.0,1500.0,1500.0,-1,0,0,-1
Gramoxone 5 LT,HERBICIDE,AGROVET,4200.0,5500.0,5500.0,-1,0,0,-1
Grenade 100 ml,INSECTICIDES,AGROVET,342.0,450.0,450.0,-1,0,0,-1
Grenade 20ml,INSCECTICIDES,AGROVET,81.0,150.0,130.0,-1,0,0,-1
Grenade 40 ml,INSECTICIDES,AGROVET,176.0,250.0,250.0,-1,0,0,-1
Growers Mash Faida 10kg,FEEDS,AGROVET,625.0,750.0,750.0,-1,0,16,15
Growers Mash Faida 1kg ,FEEDS,AGROVET,57.6,80.0,80.0,-1,0,0,-1
Growers Mash Faida 20kg,FEEDS,AGROVET,1250.0,1350.0,1350.0,-1,0,8,7
Growers Mash Faida 50kg,FEEDS,AGROVET,3280.0,3400.0,3400.0,-1,0,0,-1
Growers Mash Unga 10kg,FEEDS,AGROVET,750.0,850.0,850.0,-1,0,8,7
Growers Mash Unga 50kg,FEEDS,AGROVET,3300.0,3500.0,3500.0,-1,0,0,-1
Gumboro 100doses,VACCINE,AGROVET,200.0,300.0,260.0,-1,0,0,-1
Halothrin 100ml,INSECTICIDES,AGROVET,130.0,250.0,200.0,-1,0,0,-1
Halothrin 500ml,INSECTICIDES,AGROVET,475.0,650.0,600.0,-1,0,0,-1
Halothrin 50ml,INSECTICIDES,AGROVET,82.0,180.0,150.0,-1,0,0,-1
Healing Oil 100ml,INSECTICIDES,AGROVET,215.0,250.0,200.0,-1,0,0,-1
